question_id ;question_english;correct_answer_english;incorrect_answer_1_english;incorrect_answer_2_english;incorrect_answer_3_english;question_french;correct_answer_french;incorrect_answer_1_french;incorrect_answer_2_french;incorrect_answer_3_french
A-002-003-006;The alpha of a bipolar transistor is specified for what configuration?;Common base;Common collector;Common gate;Common emitter;Dans quel montage du transistor bipolaire le rapport alpha peut-il être employé?;Base commune;Collecteur commun;Porte commune;Émetteur commun
A-002-003-007;The beta of a bipolar transistor is specified for what configurations?;Common emitter or common collector;Common emitter or common gate;Common base or common collector;Common base or common emitter;Dans quel montage du transistor bipolaire le rapport bêta peut-il être employé?;Émetteur commun ou collecteur commun;Émetteur commun ou porte commune;Base commune ou collecteur commun;Base commune ou émetteur commun
A-002-003-008;Which component conducts electricity from a positive emitter to a negative collector when its base is made negative?;A PNP transistor;A triode vacuum tube;A varactor;An NPN transistor;Quel composant conduit l'électricité d'un émetteur positif à un collecteur négatif quand l'alimentation de sa base est négative?;Un transistor PNP;Une triode à vide;Un varactor;Un transistor NPN
A-002-003-009;Alpha of a bipolar transistor is equal to:;beta / (1 + beta);beta x (1 + beta);beta x (1 - beta);beta / (1 - beta);Le rapport alpha d'un transistor bipolaire est égal à :;bêta / (1 + bêta);bêta x (1 + bêta);bêta x (1 - bêta);bêta / (1 - bêta)
A-002-003-010;The current gain of a bipolar transistor in common emitter or common collector compared to common base configuration is:;high to very high;very low;usually about double;usually about half;Comparé au montage base commune, le gain de courant d'un transistor bipolaire en émetteur commun ou en collecteur commun est :;élevé à très élevé;très faible;environ le double habituellement;environ la moitié habituellement
A-002-003-011;Beta of a bipolar transistor is equal to:;alpha / (1 - alpha);alpha / (1 + alpha);alpha x (1 - alpha);alpha x (1 + alpha);Le rapport bêta d'un transistor bipolaire est égal à :;alpha / (1 - alpha);alpha / (1 + alpha);alpha x (1 - alpha);alpha x (1 + alpha)
A-002-004-001;What is an enhancement-mode FET?;An FET without a channel  no current occurs with zero gate voltage;An FET with a channel that blocks voltage through the gate;An FET with a channel that allows current when the gate voltage is zero;An FET without a channel to hinder current through the gate;Qu'est-ce qu'un transistor à effet de champ (TEC) à enrichissement?;Un TEC sans canal  le courant ne circule pas quand la tension de la porte est nulle;Un TEC avec un canal qui bloque la tension à la porte;Un TEC avec un canal qui laisse passer le courant lorsque la tension de la porte est nulle;Un TEC sans canal pour retenir le courant à la porte
A-002-004-002;What is a depletion-mode FET?;An FET that has a channel with no gate voltage applied  a current flows with zero gate voltage;An FET without a channel  no current flows with zero gate voltage;An FET without a channel to hinder current through the gate;An FET that has a channel that blocks current when the gate voltage is zero;Qu'est-ce qu'un transistor à effet de champ (TEC) à appauvrissement?;Un TEC pourvu d'un canal, en l'absence de tension sur la porte  le courant circule avec une tension nulle à la porte;Un TEC sans canal  le courant ne circule pas avec une tension nulle à la porte;Un TEC sans canal qui empêche le courant de circuler par la porte;Un TEC dont le canal bloque le courant lorsque la tension est nulle à la porte
A-002-004-003;Why do many MOSFET devices have built-in gate protective Zener diodes?;The gate-protective Zener diode prevents the gate insulation from being punctured by small static charges or excessive voltages;The gate-protective Zener diode keeps the gate voltage within specifications to prevent the device from overheating;The gate-protective Zener diode protects the substrate from excessive voltages;The gate-protective Zener diode provides a voltage reference to provide the correct amount of reverse-bias gate voltage;Pourquoi la plupart des transistors MOSFET ont-ils des diodes Zener de protection intégrées à la porte?;Cette diode prévient le claquage de l'isolation de la porte par l'électricité statique ou des tensions excessives;La diode limite la tension sur la porte pour éviter que le transistor ne chauffe trop;La diode protège le substrat des tensions excessives;Cette diode fournit une tension de référence qui assure à la porte une tension de polarisation inverse précise
A-002-004-004;Why are special precautions necessary in handling FET and CMOS devices?;They are susceptible to damage from static charges;They are light-sensitive;They have micro-welded semiconductor junctions that are susceptible to breakage;They have fragile leads that may break off;Pourquoi faut-il prendre des précautions lorsqu'on manipule des transistors à effet de champ ("FET") et CMOS?;Ils peuvent être endommagés par des charges statiques;Ils sont sensibles à la lumière;Les microsoudures aux jonctions peuvent se briser facilement;Leurs pattes sont fragiles et peuvent se briser
A-002-004-005;How does the input impedance of a field-effect transistor (FET) compare with that of a bipolar transistor?;An FET has high input impedance  a bipolar transistor has low input impedance;One cannot compare input impedance without knowing supply voltage;An FET has low input impedance  a bipolar transistor has high input impedance;The input impedance of FETs and bipolar transistors is the same;Comment se compare l'impédance d'entrée d'un transistor à effet de champ (TEC) par rapport à celle d'un transistor bipolaire?;Le TEC a une haute impédance d'entrée tandis que le transistor bipolaire a une basse impédance d'entrée;On ne peut comparer l'impédance d'entrée sans connaître le voltage appliqué;Le TEC a une basse impédance d'entrée tandis que le transistor bipolaire a une haute impédance d'entrée;Ils ont tous les deux la même impédance d'entrée
A-002-004-006;What are the three terminals of a junction field-effect transistor (JFET)?;Gate, drain, source;Emitter, base 1, base 2;Emitter, base, collector;Gate 1, gate 2, drain;Comment nomme-t-on les trois bornes d'un transistor à effet de champ à jonction ("JFET")?;La porte, le drain et la source;L'émetteur, la base 1 et la base 2;L'émetteur, la base et le collecteur;La porte 1, la porte 2 et le drain
A-002-004-007;What are the two basic types of junction field-effect transistors (JFET)?;N-channel and P-channel;High power and low power;MOSFET and GaAsFET;Silicon and germanium;Quels sont les deux types de transistors à effet de champ à jonction ("JFET")?;Le canal P et le canal N;Haute puissance et basse puissance;MOSFET et TEC à l'arséniure de gallium ("GaAsFET");Silicium et germanium
A-002-004-008;Electron conduction in an n-channel depletion type MOSFET is associated with:;n-channel depletion;p-channel depletion;p-channel enhancement;q-channel enhancement;Dans un transistor à effet de champ (MOSFET) à appauvrissement avec canal N, la circulation des électrons est associée à :;l'appauvrissement du canal N;l'appauvrissement du canal P;l'enrichissement du canal P;l'enrichissement du canal Q
A-002-004-009;Electron conduction in an n-channel enhancement MOSFET is associated with:;n-channel enhancement;q-channel depletion;p-channel enhancement;p-channel depletion;Dans un transistor à effet de champ (MOSFET) à enrichissement avec canal N, la circulation des électrons est associée à :;l'enrichissement du canal N;l'appauvrissement du canal Q;l'enrichissement du canal P;l'appauvrissement du canal P
A-002-004-010;Hole conduction in a p-channel depletion type MOSFET is associated with:;p-channel depletion;n-channel enhancement;q-channel depletion;n-channel depletion;Dans un transistor à effet de champ (MOSFET) à appauvrissement avec canal P, le déplacement des trous est associé à :;l'appauvrissement du canal P;l'enrichissement du canal N;l'appauvrissement du canal Q;l'appauvrissement du canal N
A-002-004-011;Hole conduction in a p-channel enhancement type MOSFET is associated with:;p-channel enhancement;n-channel depletion;n-channel enhancement;q-channel depletion;Dans un transistor à effet de champ (MOSFET) à enrichissement avec canal P, le déplacement des trous est associé à :;l'enrichissement du canal P;l'appauvrissement du canal N;l'enrichissement du canal N;l'appauvrissement du canal Q
A-002-005-001;What are the three terminals of a silicon controlled rectifier (SCR)?;Anode, cathode and gate;Gate, base 1 and base 2;Base, collector and emitter;Gate, source and sink;Quelles sont les trois bornes d'un redresseur commandé au silicium ("SCR")?;L'anode, la cathode et la gâchette (porte);La porte, la base 1 et la base 2;La base, le collecteur et l'émetteur;La porte, la source et le radiateur
A-002-005-002;What are the two stable operating conditions of a silicon controlled rectifier (SCR)?;Conducting and non-conducting;Forward conducting and reverse conducting;NPN conduction and PNP conduction;Oscillating and quiescent;Quels sont les deux états caractéristiques du redresseur commandé au silicium ("SCR")?;La conductivité et la non-conductivité;La conductivité directe et la conductivité inverse;La conduction NPN et la conduction PNP;L'oscillation et le repos
A-002-005-003;When a silicon controlled rectifier (SCR) is triggered, to what other semiconductor diode are its electrical characteristics similar (as measured between its cathode and anode)?;The junction diode;The PIN diode;The hot-carrier (Schottky) diode;The varactor diode;Quand un redresseur commandé au silicium ("SCR") est déclenché, à quelle autre diode à semi-conducteur ressemblent ses caractéristiques électriques (mesurées entre l'anode et la cathode)?;Diode à jonction;Diode PIN;Diode Schottky ("hot carrier");Diode varactor
A-002-005-004;Under what operating condition does a silicon controlled rectifier (SCR) exhibit electrical characteristics similar to a forward-biased silicon rectifier?;When it is gated "on";When it is gated "off";When it is used as a detector;During a switching transition;À quel moment un redresseur commandé au silicium ("SCR") a-t-il les mêmes caractéristiques qu'un redresseur au silicium en polarisation directe?;Quand on applique une tension positive à la gâchette;Quand on applique une tension négative à la gâchette (porte);Quand il est utilisé comme un détecteur;Durant le passage de non-conduction à conduction
A-002-005-005;The silicon controlled rectifier (SCR) is what type of device?;PNPN;NPPN;PNNP;PPNN;Comment décrit-on la structure du redresseur commandé au silicium ("SCR")?;PNPN;NPPN;PNNP;PPNN
A-002-005-006;The control element in the silicon controlled rectifier (SCR) is called the:;gate;anode;cathode;emitter;Dans un redresseur commandé au silicium ("SCR"), quel nom donne-t-on à l'élément de contrôle?;Gâchette (porte);Anode;Cathode;Émetteur
A-002-005-007;The silicon controlled rectifier (SCR) is a member of which family?;Thyristors;Phase locked loops;Varactors;Varistors;Le redresseur commandé au silicium ("SCR") appartient à quelle grande catégorie de composants?;Thyristors;Boucles à phase asservie ("PLL");Varactors;Varistors
A-002-005-008;In amateur radio equipment, which is the major application for the silicon controlled rectifier (SCR)?;Power supply overvoltage "crowbar" circuit;Class C amplifier circuit;Microphone preamplifier circuit;SWR detector circuit;En ce qui regarde l'équipement radioamateur, dans quel circuit le redresseur commandé au silicium ("SCR") est-il le plus utilisé?;Dans le circuit de protection de surtension ("crowbar") du bloc d'alimentation;Dans les étages d'amplification de classe C;Dans le circuit de préamplification du microphone;Dans le circuit de détection des ondes stationnaires (ROS)
A-002-005-009;Which of the following devices has anode, cathode, and gate?;The silicon controlled rectifier (SCR);The bipolar transistor;The field effect transistor;The triode vacuum tube;Parmi les composants suivants, lequel a une anode, une cathode et une gâchette (ou porte)?;Le redresseur commandé au silicium ("SCR");Le transistor bipolaire;Le transistor à effet de champ;La triode à vide
A-002-005-010;When it is gated "on", the silicon controlled rectifier (SCR) exhibits electrical characteristics similar to a:;forward-biased silicon rectifier;reverse-biased silicon rectifier;forward-biased PIN diode;reverse-biased hot-carrier (Schottky) diode;Quand une tension positive est appliquée à la gâchette (porte), le redresseur commandé au silicium ("SCR") ressemble, dans ses caractéristiques électriques, à :;un redresseur au silicium en polarisation directe;un redresseur au silicium en polarisation inverse;une diode PIN en polarisation directe;une diode Schottky ("hot carrier") en polarisation inverse
A-002-005-011;Which of the following is a PNPN device?;Silicon controlled rectifier (SCR);PIN diode;Hot carrier (Schottky) diode;Zener diode;Lequel, parmi les suivants, est un composant de type PNPN?;Redresseur commandé au silicium ("SCR");Diode PIN;Diode Schottky ("hot carrier");Diode Zener
